"","gene","chrom","loc.start","loc.end","description","gene.name","biotype","chrom.strand","chrom.band"
"53786","ENSG00000221866","7",132123340,132648688,"plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]","PLXNA4","protein_coding",-1,"q32.3"
"53787","ENSG00000288784","7",144183466,144186080,"CTAGE family member 4 [Source:HGNC Symbol;Acc:HGNC:24772]","CTAGE4","protein_coding",1,"q35"
"53815","ENSG00000218305","7",48924547,48927454,"cell division cycle 14C [Source:HGNC Symbol;Acc:HGNC:22427]","CDC14C","protein_coding",1,"p12.3"
"53817","ENSG00000198517","7",1530702,1543043,"MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782]","MAFK","protein_coding",1,"p22.3"
"53818","ENSG00000164855","7",1542235,1560821,"transmembrane protein 184A [Source:HGNC Symbol;Acc:HGNC:28797]","TMEM184A","protein_coding",-1,"p22.3"
"53819","ENSG00000157778","7",1567332,1571005,"proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]","PSMG3","protein_coding",-1,"p22.3"
"53820","ENSG00000225968","7",1665745,1747946,"extracellular leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33154]","ELFN1","protein_coding",1,"p22.3"
"53823","ENSG00000128606","7",102913000,102945111,"leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:HGNC:16895]","LRRC17","protein_coding",1,"q22.1"
"53825","ENSG00000222011","7",102748971,102809225,"family with sequence similarity 185 member A [Source:HGNC Symbol;Acc:HGNC:22412]","FAM185A","protein_coding",1,"q22.1"
"53826","ENSG00000166924","7",100483927,100494802,"neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:HGNC:22009]","NYAP1","protein_coding",1,"q22.1"
"53829","ENSG00000106351","7",100539203,100568220,"ArfGAP with FG repeats 2 [Source:HGNC Symbol;Acc:HGNC:5177]","AGFG2","protein_coding",1,"q22.1"
"53831","ENSG00000205307","7",100572228,100573900,"Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908]","SAP25","protein_coding",-1,"q22.1"
"53833","ENSG00000106336","7",100583982,100601117,"F-box protein 24 [Source:HGNC Symbol;Acc:HGNC:13595]","FBXO24","protein_coding",1,"q22.1"
"53834","ENSG00000283267","7",90316503,90321304,"family with sequence similarity 237 member B [Source:HGNC Symbol;Acc:HGNC:53217]","FAM237B","protein_coding",-1,"q21.13"
"53835","ENSG00000284292","7",99325879,99394653,"novel protein, ARPC1A and ARPC1B readthrough","","protein_coding",1,"q22.1"
"53836","ENSG00000241685","7",99325898,99366262,"actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]","ARPC1A","protein_coding",1,"q22.1"
"53837","ENSG00000130429","7",99374249,99394816,"actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]","ARPC1B","protein_coding",1,"q22.1"
"53838","ENSG00000106244","7",99392048,99408597,"PDGFA associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14634]","PDAP1","protein_coding",-1,"q22.1"
"53839","ENSG00000106245","7",99408641,99419616,"BUD31 homolog [Source:HGNC Symbol;Acc:HGNC:29629]","BUD31","protein_coding",1,"q22.1"
"53840","ENSG00000146834","7",100428322,100434126,"methylphosphate capping enzyme [Source:HGNC Symbol;Acc:HGNC:20247]","MEPCE","protein_coding",1,"q22.1"
"53842","ENSG00000289690","7",100397577,100434107,"novel transcript","","protein_coding",1,"q22.1"
"53843","ENSG00000230358","7",67276941,67289005,"speedy/RINGO cell cycle regulator family member E21 [Source:HGNC Symbol;Acc:HGNC:51517]","SPDYE21","protein_coding",1,"q11.21"
"53844","ENSG00000166925","7",100463359,100479232,"TSC22 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:21696]","TSC22D4","protein_coding",-1,"q22.1"
"53847","ENSG00000178809","7",75395063,75410996,"tripartite motif containing 73 [Source:HGNC Symbol;Acc:HGNC:18162]","TRIM73","protein_coding",1,"q11.23"
"53849","ENSG00000215045","7",6496778,6551461,"Grid2 interacting protein [Source:HGNC Symbol;Acc:HGNC:18464]","GRID2IP","protein_coding",-1,"p22.1"
"53850","ENSG00000136247","7",6577434,6589374,"zinc finger DHHC-type palmitoyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:18471]","ZDHHC4","protein_coding",1,"p22.1"
"53852","ENSG00000146576","7",6590021,6608726,"integrator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:21702]","INTS15","protein_coding",1,"p22.1"
"53858","ENSG00000223614","7",64207203,64220290,"zinc finger protein 735 [Source:HGNC Symbol;Acc:HGNC:32466]","ZNF735","protein_coding",1,"q11.21"
"53859","ENSG00000136244","7",22725884,22732002,"interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]","IL6","protein_coding",1,"p15.3"
"53860","ENSG00000176125","7",100888721,100889715,"UFM1 specific peptidase 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:33821]","UFSP1","protein_coding",-1,"q22.1"
"53861","ENSG00000237621","7",141887148,141888092,"olfactory receptor family 9 subfamily A member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8486]","OR9A1P","protein_coding",1,"q34"
"53862","ENSG00000106603","7",43608456,43729717,"cytochrome c oxidase assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:21868]","COA1","protein_coding",-1,"p13"
"53864","ENSG00000183696","7",48088628,48108736,"uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]","UPP1","protein_coding",1,"p12.3"
"53871","ENSG00000164619","7",33904308,34156427,"BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154]","BMPER","protein_coding",1,"p14.3"
"53872","ENSG00000284691","7",150400702,150412470,"novel zinc finger protein","","protein_coding",1,"q36.1"
"53874","ENSG00000164692","7",94394895,94431227,"collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]","COL1A2","protein_coding",1,"q21.3"
"53876","ENSG00000127995","7",94509219,94557019,"CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014]","CASD1","protein_coding",1,"q21.3"
"53877","ENSG00000106609","7",66921225,66958551,"transmembrane protein 248 [Source:HGNC Symbol;Acc:HGNC:25476]","TMEM248","protein_coding",1,"q11.21"
"53881","ENSG00000153814","7",27830573,28180795,"JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917]","JAZF1","protein_coding",-1,"p15.1"
"53886","ENSG00000126524","7",66987680,66995693,"SBDS ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:19440]","SBDS","protein_coding",-1,"q11.21"
"53888","ENSG00000205238","7",102551226,102563538,"speedy/RINGO cell cycle regulator family member E2 [Source:HGNC Symbol;Acc:HGNC:33841]","SPDYE2","protein_coding",1,"q22.1"
"53889","ENSG00000184616","7",74904289,74915078,"speedy/RINGO cell cycle regulator family member E12 [Source:HGNC Symbol;Acc:HGNC:51508]","SPDYE12","protein_coding",-1,"q11.23"
"53894","ENSG00000086300","7",26291862,26374383,"sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]","SNX10","protein_coding",1,"p15.2"
"53896","ENSG00000010270","7",38178245,38230670,"STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]","STARD3NL","protein_coding",1,"p14.1"
"53921","ENSG00000289746","7",38259643,38273636,"TCR gamma alternate reading frame protein [Source:NCBI gene (formerly Entrezgene);Acc:445347]","TARP","protein_coding",-1,"p14.1"
"53922","ENSG00000180347","7",31514090,31656504,"ITPR interacting domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27363]","ITPRID1","protein_coding",1,"p14.3"
"53925","ENSG00000196584","7",152644776,152676193,"X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]","XRCC2","protein_coding",-1,"q36.1"
"53933","ENSG00000132437","7",50458436,50565405,"dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]","DDC","protein_coding",-1,"p12.1"
"53935","ENSG00000185811","7",50304068,50405101,"IKAROS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13176]","IKZF1","protein_coding",1,"p12.2"
"53956","ENSG00000204983","7",142749468,142753072,"serine protease 1 [Source:HGNC Symbol;Acc:HGNC:9475]","PRSS1","protein_coding",1,"q34"
"53957","ENSG00000198286","7",2906142,3044228,"caspase recruitment domain family member 11 [Source:HGNC Symbol;Acc:HGNC:16393]","CARD11","protein_coding",-1,"p22.2"
"53958","ENSG00000277149","7",72558744,72828200,"tRNA-yW synthesizing protein 1 homolog B [Source:HGNC Symbol;Acc:HGNC:33908]","TYW1B","protein_coding",-1,"q11.23"
"53961","ENSG00000091137","7",107660828,107717809,"solute carrier family 26 member 4 [Source:HGNC Symbol;Acc:HGNC:8818]","SLC26A4","protein_coding",1,"q22.3"
"53962","ENSG00000105879","7",107743073,107761667,"Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]","CBLL1","protein_coding",1,"q22.3"
"53963","ENSG00000091138","7",107765467,107803225,"solute carrier family 26 member 3 [Source:HGNC Symbol;Acc:HGNC:3018]","SLC26A3","protein_coding",-1,"q31.1"
"53964","ENSG00000160999","7",102285091,102321711,"SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]","SH2B2","protein_coding",1,"q22.1"
"53965","ENSG00000106628","7",44114631,44124358,"DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]","POLD2","protein_coding",-1,"p13"
"53966","ENSG00000155530","7",134127299,134264595,"leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]","LRGUK","protein_coding",1,"q33"
"53968","ENSG00000205060","7",134289332,134316930,"solute carrier family 35 member B4 [Source:HGNC Symbol;Acc:HGNC:20584]","SLC35B4","protein_coding",-1,"q33"
"53972","ENSG00000122566","7",26171151,26201529,"heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]","HNRNPA2B1","protein_coding",-1,"p15.2"
"53973","ENSG00000197362","7",149069641,149090782,"zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]","ZNF786","protein_coding",-1,"q36.1"
"53974","ENSG00000204947","7",149102784,149126324,"zinc finger protein 425 [Source:HGNC Symbol;Acc:HGNC:20690]","ZNF425","protein_coding",-1,"q36.1"
"53976","ENSG00000155660","7",149003062,149028662,"protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]","PDIA4","protein_coding",-1,"q36.1"
"53977","ENSG00000289760","7",100478099,100478170,"novel protein","","protein_coding",-1,"q22.1"
"53981","ENSG00000105894","7",137227341,137343774,"pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]","PTN","protein_coding",-1,"q33"
"53982","ENSG00000105851","7",106865278,106908980,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:8978]","PIK3CG","protein_coding",1,"q22.3"
"53984","ENSG00000106305","7",6009255,6023834,"aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609]","AIMP2","protein_coding",1,"p22.1"
"53986","ENSG00000157999","7",6031376,6036552,"ankyrin repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:22467]","ANKRD61","protein_coding",1,"p22.1"
"53987","ENSG00000001626","7",117287120,117715971,"CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884]","CFTR","protein_coding",1,"q31.2"
"53989","ENSG00000205413","7",93099513,93118023,"sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:HGNC:1348]","SAMD9","protein_coding",-1,"q21.2"
"53990","ENSG00000188175","7",93188534,93226469,"HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364]","HEPACAM2","protein_coding",-1,"q21.2"
"53991","ENSG00000177409","7",93130056,93148385,"sterile alpha motif domain containing 9 like [Source:HGNC Symbol;Acc:HGNC:1349]","SAMD9L","protein_coding",-1,"q21.2"
"54004","ENSG00000170381","7",83363238,83649139,"semaphorin 3E [Source:HGNC Symbol;Acc:HGNC:10727]","SEMA3E","protein_coding",-1,"q21.11"
"54008","ENSG00000169402","7",6754103,6799365,"radial spoke head 10 homolog B2 [Source:HGNC Symbol;Acc:HGNC:34385]","RSPH10B2","protein_coding",1,"p22.1"
"54009","ENSG00000241149","7",63998849,64018081,"zinc finger protein 722 [Source:HGNC Symbol;Acc:HGNC:22571]","ZNF722","protein_coding",1,"q11.21"
"54010","ENSG00000197461","7",497258,520296,"platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]","PDGFA","protein_coding",-1,"p22.3"
"54011","ENSG00000155026","7",5925550,5970689,"radial spoke head 10 homolog B [Source:HGNC Symbol;Acc:HGNC:27362]","RSPH10B","protein_coding",-1,"p22.1"
"54012","ENSG00000135175","7",97984687,97991169,"oncomodulin 2 [Source:HGNC Symbol;Acc:HGNC:34396]","OCM2","protein_coding",-1,"q21.3"
"54013","ENSG00000283247","7",45859994,45873082,"coiled-coil domain containing 201 [Source:HGNC Symbol;Acc:HGNC:54081]","CCDC201","protein_coding",-1,"p12.3"
"54016","ENSG00000158321","7",69598296,70793506,"activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262]","AUTS2","protein_coding",1,"q11.22"
"54019","ENSG00000146648","7",55019017,55211628,"epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]","EGFR","protein_coding",1,"p11.2"
"54020","ENSG00000128604","7",128937457,128950038,"interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]","IRF5","protein_coding",1,"q32.1"
"54024","ENSG00000015676","7",44379119,44490658,"NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]","NUDCD3","protein_coding",-1,"p13"
"54061","ENSG00000065883","7",39950121,40099580,"cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]","CDK13","protein_coding",1,"p14.1"
"54062","ENSG00000005483","7",104940943,105115019,"lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]","KMT2E","protein_coding",1,"q22.3"
"54077","ENSG00000154997","7",55793540,55862755,"septin 14 [Source:HGNC Symbol;Acc:HGNC:33280]","SEPTIN14","protein_coding",-1,"p11.2"
"54151","ENSG00000106078","7",51016212,51316818,"cordon-bleu WH2 repeat protein [Source:HGNC Symbol;Acc:HGNC:22199]","COBL","protein_coding",-1,"p12.1"
"54157","ENSG00000282301","7",99684957,99735102,"CYP3A7-CYP3A51P readthrough [Source:HGNC Symbol;Acc:HGNC:51504]","CYP3A7-CYP3A51P","protein_coding",-1,"q22.1"
"54158","ENSG00000244623","7",99876062,99877033,"olfactory receptor family 2 subfamily AE member 1 [Source:HGNC Symbol;Acc:HGNC:15087]","OR2AE1","protein_coding",-1,"q22.1"
"54159","ENSG00000288558","7",107563971,107623317,"DUS4L-BCAP29 readthrough [Source:HGNC Symbol;Acc:HGNC:54422]","DUS4L-BCAP29","protein_coding",1,"q22.3"
"54161","ENSG00000075790","7",107580246,107629170,"B cell receptor associated protein 29 [Source:HGNC Symbol;Acc:HGNC:24131]","BCAP29","protein_coding",1,"q22.3"
"54166","ENSG00000187037","7",37683766,37833788,"G protein-coupled receptor 141 [Source:HGNC Symbol;Acc:HGNC:19997]","GPR141","protein_coding",1,"p14.1"
"54167","ENSG00000290149","7",37683843,37950412,"novel protein, GPR141-NME8-EPDR1 readthrough","","protein_coding",1,"p14.1"
"54168","ENSG00000086289","7",37920640,37951936,"ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572]","EPDR1","protein_coding",1,"p14.1"
"54171","ENSG00000086288","7",37848597,37900397,"NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]","NME8","protein_coding",1,"p14.1"
"54176","ENSG00000131558","7",133253073,134066589,"exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]","EXOC4","protein_coding",1,"q33"
"54177","ENSG00000085514","7",100367530,100400096,"paired immunoglobin like type 2 receptor alpha [Source:HGNC Symbol;Acc:HGNC:20396]","PILRA","protein_coding",1,"q22.1"
"54178","ENSG00000106246","7",99416739,99466163,"pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198]","PTCD1","protein_coding",-1,"q22.1"
"54179","ENSG00000248919","7",99419749,99466197,"ATP5MF-PTCD1 readthrough [Source:HGNC Symbol;Acc:HGNC:38844]","ATP5MF-PTCD1","protein_coding",-1,"q22.1"
"54182","ENSG00000164818","7",726699,786475,"dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013]","DNAAF5","protein_coding",1,"p22.3"
"54183","ENSG00000188191","7",549197,727650,"protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390]","PRKAR1B","protein_coding",-1,"p22.3"
"54197","ENSG00000128573","7",114086327,114693772,"forkhead box P2 [Source:HGNC Symbol;Acc:HGNC:13875]","FOXP2","protein_coding",1,"q31.1"
"54198","ENSG00000176510","7",143509256,143519469,"olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14758]","OR10AC1","protein_coding",-1,"q35"
"54202","ENSG00000196329","7",150722253,150750033,"GTPase, IMAP family member 5 [Source:HGNC Symbol;Acc:HGNC:18005]","GIMAP5","protein_coding",1,"q36.1"
"54208","ENSG00000128534","7",118184144,118204035,"LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]","LSM8","protein_coding",1,"q31.31"
"54209","ENSG00000283128","7",155474256,155644406,"novel protein","","protein_coding",-1,"q36.3"
"54210","ENSG00000146910","7",155474206,155555450,"canopy FGF signaling regulator 1 [Source:HGNC Symbol;Acc:HGNC:27786]","CNPY1","protein_coding",-1,"q36.3"
"54213","ENSG00000136295","7",2631961,2664802,"tweety family member 3 [Source:HGNC Symbol;Acc:HGNC:22222]","TTYH3","protein_coding",1,"p22.3"
"54214","ENSG00000213413","7",100218241,100221490,"PVR related immunoglobulin domain containing [Source:HGNC Symbol;Acc:HGNC:32190]","PVRIG","protein_coding",1,"q22.1"
"54215","ENSG00000286075","7",6329411,6348967,"salivary gland specific protein SAGSIN1 [Source:NCBI gene (formerly Entrezgene);Acc:122526779]","SAGSIN1","protein_coding",-1,"p22.1"
"54216","ENSG00000136238","7",6374527,6403967,"Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]","RAC1","protein_coding",1,"p22.1"
"54218","ENSG00000009950","7",73593194,73624543,"MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]","MLXIPL","protein_coding",-1,"q11.23"
"54220","ENSG00000106460","7",12211270,12243367,"transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]","TMEM106B","protein_coding",1,"p21.3"
"54222","ENSG00000106459","7",129611720,129757082,"nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:HGNC:7996]","NRF1","protein_coding",1,"q32.2"
"54230","ENSG00000186591","7",129830732,129952960,"ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484]","UBE2H","protein_coding",-1,"q32.2"
"54234","ENSG00000196367","7",98877933,99050831,"transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347]","TRRAP","protein_coding",1,"q22.1"
"54235","ENSG00000168255","7",102537918,102572653,"RNA polymerase II subunit J3 [Source:HGNC Symbol;Acc:HGNC:33853]","POLR2J3","protein_coding",-1,"q22.1"
"54236","ENSG00000284981","7",102537919,102543696,"uroplakin 3B like 2 [Source:HGNC Symbol;Acc:HGNC:53444]","UPK3BL2","protein_coding",-1,"q22.1"
"54237","ENSG00000285437","7",102562133,102572583,"RNA polymerase II subunit J3 [Source:HGNC Symbol;Acc:HGNC:33853]","POLR2J3","protein_coding",-1,"q22.1"
"54238","ENSG00000228049","7",102665368,102671663,"RNA polymerase II subunit J2 [Source:HGNC Symbol;Acc:HGNC:23208]","POLR2J2","protein_coding",-1,"q22.1"
"54242","ENSG00000078549","7",31052308,31111474,"ADCYAP receptor type I [Source:HGNC Symbol;Acc:HGNC:242]","ADCYAP1R1","protein_coding",1,"p14.3"
"54244","ENSG00000136205","7",47275154,47582558,"tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]","TNS3","protein_coding",-1,"p12.3"
"54246","ENSG00000122545","7",35800932,35907110,"septin 7 [Source:HGNC Symbol;Acc:HGNC:1717]","SEPTIN7","protein_coding",1,"p14.2"
"54351","ENSG00000091127","7",105439661,105522271,"pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033]","PUS7","protein_coding",-1,"q22.3"
"54352","ENSG00000157764","7",140719327,140924929,"B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]","BRAF","protein_coding",-1,"q34"
"54353","ENSG00000153956","7",81946444,82443956,"calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:HGNC Symbol;Acc:HGNC:1399]","CACNA2D1","protein_coding",-1,"q21.11"
"54356","ENSG00000122786","7",134744252,134970729,"caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]","CALD1","protein_coding",1,"q33"
"54358","ENSG00000128595","7",128739292,128773400,"calumenin [Source:HGNC Symbol;Acc:HGNC:1458]","CALU","protein_coding",1,"q32.1"
"54373","ENSG00000157219","7",155070324,155087392,"5-hydroxytryptamine receptor 5A [Source:HGNC Symbol;Acc:HGNC:5300]","HTR5A","protein_coding",1,"q36.2"
"54376","ENSG00000130226","7",153748133,154894285,"dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]","DPP6","protein_coding",1,"q36.2"
"54383","ENSG00000077454","7",100574011,100586129,"leucine rich repeats and calponin homology domain containing 4 [Source:HGNC Symbol;Acc:HGNC:6691]","LRCH4","protein_coding",-1,"q22.1"
"54384","ENSG00000135250","7",105110704,105399308,"SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306]","SRPK2","protein_coding",-1,"q22.3"
"54387","ENSG00000008282","7",106090505,106112589,"synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]","SYPL1","protein_coding",-1,"q22.3"
"54396","ENSG00000105819","7",103297407,103331818,"peptidase, mitochondrial processing subunit beta [Source:HGNC Symbol;Acc:HGNC:9119]","PMPCB","protein_coding",1,"q22.1"
"54399","ENSG00000127948","7",75899200,75986855,"cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]","POR","protein_coding",1,"q11.23"
"54401","ENSG00000005249","7",107044705,107161811,"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]","PRKAR2B","protein_coding",1,"q22.3"
"54402","ENSG00000286137","7",75307376,75317429,"speedy/RINGO cell cycle regulator family member E14 [Source:HGNC Symbol;Acc:HGNC:51510]","SPDYE14","protein_coding",1,"q11.23"
"54405","ENSG00000006576","7",77798773,77957503,"putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]","PHTF2","protein_coding",1,"q11.23"
"54407","ENSG00000179603","7",126438598,127253093,"glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600]","GRM8","protein_coding",-1,"q31.33"
"54416","ENSG00000161040","7",102811189,103074839,"F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]","FBXL13","protein_coding",-1,"q22.1"
"54417","ENSG00000224940","7",128350325,128361690,"proline rich transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37280]","PRRT4","protein_coding",-1,"q32.1"
"54419","ENSG00000106069","7",29146547,29514328,"chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]","CHN2","protein_coding",1,"p14.3"
"54420","ENSG00000157680","7",137381037,137847092,"diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]","DGKI","protein_coding",-1,"q33"
"54422","ENSG00000182158","7",137874979,138002086,"cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720]","CREB3L2","protein_coding",-1,"q33"
"54427","ENSG00000106436","7",101613330,101629296,"myosin light chain 10 [Source:HGNC Symbol;Acc:HGNC:29825]","MYL10","protein_coding",-1,"q22.1"
"54428","ENSG00000105849","7",19695461,19709037,"RNA polymerase I subunit F [Source:HGNC Symbol;Acc:HGNC:18027]","POLR1F","protein_coding",-1,"p21.1"
"54430","ENSG00000173452","7",19719315,19773617,"transmembrane protein 196 [Source:HGNC Symbol;Acc:HGNC:22431]","TMEM196","protein_coding",-1,"p21.1"
"54432","ENSG00000071462","7",73683597,73698212,"BUD23 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:16405]","BUD23","protein_coding",1,"q11.23"
"54433","ENSG00000091704","7",130380339,130388114,"carboxypeptidase A1 [Source:HGNC Symbol;Acc:HGNC:2296]","CPA1","protein_coding",1,"q32.2"
"54434","ENSG00000080802","7",135361795,135510145,"CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]","CNOT4","protein_coding",-1,"q33"
"54437","ENSG00000015520","7",44512535,44541330,"NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]","NPC1L1","protein_coding",-1,"p13"
"54438","ENSG00000136271","7",44565804,44575051,"DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193]","DDX56","protein_coding",-1,"p13"
"54439","ENSG00000158604","7",44577894,44582287,"transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]","TMED4","protein_coding",-1,"p13"
"54442","ENSG00000105953","7",44606572,44709066,"oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124]","OGDH","protein_coding",1,"p13"
"54443","ENSG00000122515","7",44748581,44769881,"zinc finger MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229]","ZMIZ2","protein_coding",1,"p13"
"54444","ENSG00000048052","7",18086949,19002416,"histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]","HDAC9","protein_coding",1,"p21.1"
"54445","ENSG00000059377","7",139777051,140020325,"thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]","TBXAS1","protein_coding",1,"q34"
"54446","ENSG00000170667","7",102479976,102517777,"RAS p21 protein activator 4B [Source:HGNC Symbol;Acc:HGNC:35202]","RASA4B","protein_coding",-1,"q22.1"
"54450","ENSG00000157954","7",5190196,5233840,"WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:HGNC:32225]","WIPI2","protein_coding",1,"p22.1"
"54451","ENSG00000164638","7",5274369,5306912,"solute carrier family 29 member 4 [Source:HGNC Symbol;Acc:HGNC:23097]","SLC29A4","protein_coding",1,"p22.1"
"54456","ENSG00000058404","7",44210019,44334577,"calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]","CAMK2B","protein_coding",-1,"p13"
"54457","ENSG00000106086","7",30027404,30130483,"pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037]","PLEKHA8","protein_coding",1,"p14.3"
"54460","ENSG00000180354","7",30134986,30162762,"maturin, neural progenitor differentiation regulator homolog [Source:HGNC Symbol;Acc:HGNC:25457]","MTURN","protein_coding",1,"p14.3"
"54465","ENSG00000179562","7",127580628,127593611,"GRIP and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19095]","GCC1","protein_coding",-1,"q32.1"
